PU_ID,Season,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining
628,2022,17.38,4.51,1.09,147.41
3063,2022,10.72,0.43,32.67,48.53
836,2020,13.49,2.97,7.83,65.12
4303,2019,18.58,0.0,1.85,274.55
3704,2019,6.42,0.21,0.43,383.5
2925,2019,10.37,5.58,1.12,466.28
1841,2020,11.07,1.61,7.38,276.68
2845,2022,10.04,4.96,1.35,331.36
3989,2020,19.77,2.59,4.8,329.29
4072,2022,16.87,1.96,5.78,280.72
1505,2022,5.22,3.91,3.29,158.31
4544,2022,8.1,5.63,15.67,27.04
577,2020,10.27,4.55,6.67,302.27
3855,2020,11.02,0.62,3.54,209.34
3349,2022,8.22,4.87,2.65,412.6
1768,2019,5.1,6.33,2.62,262.96
3231,2020,10.02,0.79,2.31,366.12
2358,2019,18.72,0.42,1.58,65.59
2672,2022,18.56,0.4,8.56,198.25
183,2022,7.93,0.53,5.87,255.24
3081,2020,7.93,1.2,9.67,37.81
3163,2020,8.56,0.0,3.0,144.63
1494,2022,13.61,1.69,2.75,165.25
1393,2021,16.18,1.11,0.88,217.78
4357,2019,13.8,4.73,0.27,3632.4
3446,2019,9.08,1.43,1.83,498.73
1637,2022,15.71,1.03,14.67,248.12
4036,2022,15.43,1.37,4.09,258.96
654,2022,18.95,7.4,3.48,777.82
3035,2019,8.5,2.88,20.67,269.73
575,2021,19.78,1.81,2.25,319.37
864,2021,16.02,1.38,9.67,108.37
2588,2019,19.16,2.66,32.0,80.4
604,2019,9.94,7.83,11.17,246.62
1564,2019,16.93,7.45,0.37,1915.34
2278,2021,17.92,0.53,21.5,97.65
2095,2019,16.3,2.27,2.69,209.73
1719,2021,16.58,5.29,5.43,111.61
1907,2021,13.96,3.01,0.18,234.97
2105,2021,7.0,2.7,2.1,205.32
2938,2022,14.36,1.77,9.0,175.65
491,2020,18.74,0.0,7.2,377.45
3622,2020,9.25,5.2,1.22,594.51
806,2020,11.0,2.16,13.0,222.49
155,2022,9.33,2.57,0.57,388.89
1304,2021,11.26,5.86,0.69,256.25
2575,2020,19.98,1.58,1.41,313.36
2258,2020,18.29,0.48,3.48,211.43
3269,2020,7.69,6.49,2.5,188.12
686,2021,10.86,3.59,3.56,217.27
1930,2022,17.0,1.67,3.41,616.84
473,2021,18.31,1.83,3.09,150.97
883,2021,13.43,0.11,5.67,110.06
4050,2021,19.73,0.65,0.72,400.41
4731,2022,15.48,2.07,8.12,275.8
3538,2020,19.17,0.53,1.04,177.9
3738,2021,13.38,1.35,2.15,191.94
1459,2020,6.17,0.87,4.32,600.76
3924,2021,16.27,2.06,10.2,155.64
2232,2021,17.13,5.68,1.59,736.4
2870,2020,13.83,0.0,3.77,481.68
3757,2022,11.83,1.29,2.36,178.27
3417,2021,16.19,1.98,0.4,202.35
4369,2020,10.51,3.44,3.37,136.96
1455,2020,7.58,0.0,0.3,224.91
3512,2021,18.86,7.66,0.06,5183.52
4089,2020,6.9,0.56,0.18,3386.22
4587,2020,9.94,0.0,2.33,133.79
55,2022,7.89,2.57,2.55,142.74
4611,2021,7.88,0.0,8.0,36.56
1395,2022,11.95,6.99,2.09,363.36
463,2022,10.82,0.26,0.42,195.74
4359,2022,9.25,0.44,0.33,261.28
4911,2019,6.07,2.54,1.41,817.7
1654,2022,7.89,2.31,2.57,645.28
1002,2021,19.68,0.0,0.46,243.51
3330,2020,11.81,0.23,1.48,279.72
1790,2019,9.44,2.57,2.58,500.98
2146,2019,17.36,0.0,11.8,181.76
4678,2019,13.67,0.0,1.67,120.41
3772,2021,8.34,2.6,0.42,228.16
1649,2021,19.61,6.63,1.12,294.86
879,2021,5.47,0.41,2.43,379.29
4357,2020,13.8,4.73,0.27,3632.4
1130,2020,12.63,0.0,1.5,85.09
700,2022,15.98,1.82,3.0,294.05
3557,2020,6.41,0.28,3.3,334.78
2707,2019,13.86,3.08,0.7,186.07
1448,2019,11.84,0.0,2.27,175.81
525,2021,11.68,2.67,3.27,225.95
426,2021,12.55,0.91,1.26,570.27
2944,2021,6.49,5.86,19.0,171.69
2536,2021,9.94,5.55,29.0,87.7
4732,2022,17.26,6.95,1.0,518.94
3024,2019,9.3,6.53,4.17,110.41
2680,2022,8.69,1.58,3.18,162.9
4552,2019,12.11,0.0,0.36,331.27
4821,2021,6.7,0.87,0.07,174.2
1316,2019,8.14,5.68,1.88,282.32
4494,2021,15.01,7.74,7.33,34.41
739,2020,19.37,6.03,3.07,381.42
4897,2020,13.95,0.84,0.68,386.83
2809,2021,15.46,1.15,2.26,240.74
3849,2020,19.15,0.03,1.0,93.07
2655,2019,17.96,0.51,2.7,131.28
1147,2019,17.79,6.06,0.88,506.57
4625,2020,5.35,2.67,19.33,68.49
3796,2022,12.13,2.2,2.46,478.06
2257,2020,16.42,0.96,28.67,44.69
2535,2022,14.77,0.0,17.75,94.46
1326,2021,13.44,0.65,2.0,192.76
161,2019,13.58,0.51,2.04,626.92
1399,2020,7.88,0.76,6.55,103.23
839,2021,11.33,6.87,16.33,46.59
4215,2020,17.38,5.47,3.0,71.72
4276,2019,13.3,6.64,0.57,516.61
1065,2020,9.25,0.18,3.62,94.31
4914,2021,13.58,0.18,1.0,176.42
4837,2019,17.81,0.97,2.46,201.42
1021,2022,10.14,0.0,65.0,137.42
4404,2019,7.37,7.06,7.0,193.75
4071,2020,14.34,0.72,2.83,374.13
3157,2022,19.02,0.5,1.56,331.56
1736,2020,15.68,0.93,4.75,282.35
4809,2019,12.62,6.21,4.33,169.25
3912,2022,14.56,0.85,9.7,372.92
2300,2021,17.45,1.69,3.96,365.19
3485,2020,13.49,0.99,3.21,172.66
2130,2020,7.15,3.67,1.07,239.48
947,2019,5.08,4.46,5.79,152.83
4181,2022,15.3,1.13,0.05,1458.32
362,2020,16.14,1.43,4.89,169.62
3787,2022,8.38,0.45,25.0,57.74
1888,2022,6.61,2.59,2.21,415.83
1275,2020,16.47,0.0,23.5,132.88
2246,2020,7.29,2.66,10.5,83.36
4338,2022,5.53,0.69,2.2,444.42
1099,2019,6.89,4.15,2.0,285.43
960,2022,7.68,1.67,5.86,169.13
1164,2022,7.73,3.16,12.6,179.28
3964,2021,8.27,0.0,0.81,464.93
1900,2022,5.35,3.77,22.0,115.1
4092,2021,6.65,6.9,13.4,250.45
2387,2022,11.31,0.45,7.5,143.53
1787,2020,8.6,3.75,4.55,281.38
2938,2020,18.06,1.77,9.0,175.65
387,2019,8.16,0.45,2.5,278.61
2620,2020,13.22,5.92,2.33,163.65
1563,2021,17.86,0.0,0.08,527.32
1890,2020,17.63,5.65,3.75,249.36
2227,2021,14.03,2.56,2.47,208.38
4601,2021,10.79,5.67,0.29,444.45
1989,2019,7.15,0.58,0.46,373.02
2453,2021,8.5,1.77,7.67,139.74
646,2019,19.25,0.0,7.33,79.9
1695,2022,14.28,2.16,1.71,259.46
705,2020,12.13,0.0,5.14,367.32
4334,2022,5.67,3.37,5.06,208.36
4232,2019,8.06,1.07,5.53,275.48
1513,2020,13.31,5.18,29.33,99.0
327,2020,19.89,0.75,0.85,584.32
4536,2021,7.99,0.14,11.25,175.43
1809,2021,6.77,2.66,2.71,345.79
4813,2020,12.72,2.49,1.36,187.7
880,2021,11.39,0.09,3.18,276.42
2364,2021,17.34,0.0,8.0,102.33
2085,2020,10.98,0.62,5.28,204.74
815,2022,8.7,8.22,7.36,210.86
161,2022,13.58,0.51,2.04,626.92
1519,2019,12.48,0.0,1.0,363.05
1459,2021,6.17,0.87,4.32,600.76
2546,2020,10.91,0.0,0.19,228.61
1393,2022,10.57,1.11,0.88,217.78
2922,2019,7.06,1.96,12.17,193.83
3767,2021,15.45,1.19,5.93,520.98
2779,2020,16.66,6.3,3.1,387.03
2244,2022,16.69,0.25,1.25,162.06
2739,2021,13.72,1.48,4.54,571.73
3594,2019,12.17,0.47,3.35,186.95
2742,2022,9.43,0.0,0.79,537.44
183,2022,18.76,0.53,5.87,255.24
4651,2021,18.66,1.2,5.1,131.44
4549,2020,7.66,0.97,3.64,321.0
2029,2019,16.64,1.41,2.2,465.54
2041,2019,18.68,2.91,10.0,205.21
1892,2020,6.73,3.25,6.58,398.89
1647,2019,9.84,0.39,3.48,674.79
1944,2022,19.71,1.12,1.42,221.61
459,2019,9.13,4.61,0.91,238.15
829,2021,10.44,4.54,0.1,196.55
2201,2020,14.88,1.84,0.63,975.75
193,2021,15.26,0.09,5.82,452.9
3894,2021,6.3,3.16,0.29,2228.58
3211,2021,9.85,5.97,4.4,87.09
2790,2022,17.36,2.69,19.75,347.2
4794,2021,12.73,1.38,11.5,170.98
497,2020,14.56,1.21,8.11,109.05
4842,2019,15.49,0.0,1.38,343.51
3560,2019,17.11,6.19,3.13,180.81
106,2022,12.73,0.8,4.13,223.76
2531,2022,18.91,0.0,0.54,651.74
3849,2022,15.03,0.03,1.0,93.07
527,2020,6.55,0.76,3.5,242.29
3736,2021,6.75,0.5,3.94,349.58
673,2020,10.98,3.94,3.12,712.48
1582,2022,5.09,8.01,1.31,635.31
3476,2019,10.89,4.28,3.27,241.46
412,2019,17.23,1.36,0.37,508.86
3895,2019,13.34,0.51,1.91,105.23
1043,2020,17.03,1.18,1.33,276.64
4239,2021,10.52,0.0,4.85,375.7
1638,2021,5.85,0.16,3.29,212.07
1659,2021,8.91,0.84,5.58,230.71
1595,2020,12.65,0.98,4.56,203.4
4693,2020,9.99,1.8,15.33,82.96
4206,2019,14.7,2.74,2.15,424.34
3099,2021,11.22,0.95,47.0,168.4
3908,2019,15.57,1.45,12.86,150.26
2982,2022,6.86,1.39,0.64,483.06
1700,2019,6.13,0.83,11.86,145.54
2738,2019,14.07,0.0,0.77,604.5
1854,2022,7.55,5.52,2.29,702.13
1149,2022,11.8,3.4,32.0,38.9
711,2021,8.78,5.86,0.71,444.97
3835,2022,6.4,3.51,1.93,547.95
3916,2021,7.25,1.28,4.41,160.73
3512,2022,18.86,7.66,0.06,5183.52
1098,2020,5.8,2.3,3.52,270.59
4159,2020,18.24,1.82,2.96,498.63
2267,2020,13.48,2.54,16.0,107.73
4089,2019,11.8,0.56,0.18,3386.22
2735,2022,5.42,2.78,2.48,641.98
4747,2021,15.27,0.98,7.46,277.39
1190,2021,12.48,0.6,4.53,359.91
2048,2022,10.44,1.6,1.07,205.16
4253,2020,8.98,1.47,20.33,128.09
934,2019,13.89,7.0,3.86,373.77
2354,2020,10.35,4.82,23.67,78.79
2287,2021,10.03,0.24,3.0,500.19
1503,2019,12.43,0.0,1.16,256.42
3045,2021,10.19,0.0,3.75,455.31
4682,2021,7.02,6.02,0.32,214.37
781,2019,12.41,3.31,86.0,149.93
91,2019,9.62,0.0,19.0,196.12
739,2022,15.6,6.03,3.07,381.42
2886,2019,14.32,5.86,3.12,396.31
4014,2020,10.87,7.86,3.28,578.8
1286,2022,5.31,1.78,1.22,658.55
2368,2020,17.32,0.07,0.27,282.84
974,2021,14.23,0.94,0.28,4219.78
4858,2019,16.08,1.66,3.9,552.52
1582,2022,18.38,8.01,1.31,635.31
4287,2021,6.6,2.51,1.37,328.88
258,2021,16.24,5.01,2.14,205.37
987,2019,11.51,0.07,0.25,3699.08
1395,2022,10.8,6.99,2.09,363.36
3519,2021,19.82,1.52,2.11,374.95
1308,2019,13.02,7.09,15.67,61.7
4646,2022,5.79,2.7,14.0,183.33
127,2019,8.14,5.8,0.44,566.96
313,2022,18.27,0.14,27.5,139.96
763,2020,9.42,1.03,9.57,248.38
3327,2019,6.12,4.95,8.6,225.69
2324,2022,11.24,0.0,1.46,678.43
3111,2022,19.04,1.15,0.62,237.32
4954,2019,12.82,0.48,2.46,155.27
1786,2021,13.68,2.48,0.17,490.66
1775,2022,15.83,4.19,3.57,249.75
1798,2022,18.87,6.34,27.0,30.05
2850,2022,13.13,0.02,0.54,1127.51
956,2020,18.45,6.37,2.29,123.35
881,2019,10.94,4.89,3.0,202.03
1991,2021,6.15,0.22,17.2,197.38
625,2021,16.74,0.68,2.14,474.94
655,2019,15.88,1.59,1.2,388.72
2521,2021,16.75,2.41,2.5,299.83
1974,2021,7.57,0.35,3.48,348.07
2348,2021,14.95,0.2,0.21,1256.36
2131,2020,6.77,3.95,0.65,326.52
752,2022,17.52,0.11,4.93,215.73
4177,2021,19.74,0.0,0.18,2286.61
4473,2020,5.43,0.7,4.0,615.96
3222,2022,18.7,6.58,7.75,54.66
2538,2020,19.51,3.42,4.0,376.03
3047,2019,13.37,2.22,4.1,80.11
4334,2020,5.67,3.37,5.06,208.36
2909,2022,5.89,6.18,1.4,161.59
4701,2022,7.76,1.21,6.33,404.35
996,2020,9.13,2.92,0.31,4543.55
2899,2021,18.62,2.84,1.88,117.03
2669,2020,11.94,2.54,24.5,56.86
4078,2020,10.59,1.71,2.92,206.34
2427,2020,8.97,4.47,0.45,1068.65
98,2022,6.92,5.88,1.85,322.86
2890,2019,16.6,3.78,19.5,319.78
1060,2021,6.11,1.95,2.48,598.08
2310,2019,12.63,2.96,0.75,452.35
3866,2019,8.51,4.29,2.18,323.12
3047,2019,19.52,2.22,4.1,80.11
2297,2022,12.4,2.03,2.93,529.03
2133,2021,19.13,0.77,0.33,415.44
251,2022,6.77,1.95,2.81,454.94
4922,2022,13.12,0.4,0.68,495.22
3423,2019,19.7,1.56,4.75,229.24
1794,2022,14.01,2.56,3.5,150.37
169,2019,5.44,0.51,10.11,125.41
289,2019,11.99,0.2,4.05,337.73
1696,2020,14.14,1.37,41.5,64.31
2191,2019,17.65,2.23,1.18,459.0
2759,2019,7.18,0.26,3.74,475.54
1002,2019,15.84,0.0,0.46,243.51
4127,2019,15.26,1.92,19.0,120.66
3551,2019,8.7,3.81,32.67,198.77
1999,2022,19.96,2.28,0.5,257.93
3684,2021,11.6,5.3,11.67,70.41
4211,2022,15.93,3.83,1.44,751.21
2117,2019,19.52,0.0,3.54,202.46
1085,2020,17.45,2.26,0.97,839.55
4666,2019,7.01,3.25,1.49,581.24
1535,2020,13.75,1.55,19.0,301.66
2750,2019,15.35,3.25,3.03,667.45
852,2019,17.42,6.01,10.88,307.22
2884,2019,5.81,0.58,17.5,22.14
2134,2022,19.28,0.0,5.71,271.5
2325,2020,6.86,1.12,2.39,117.58
4427,2021,12.29,1.09,0.5,334.84
728,2022,16.69,2.14,1.02,925.79
33,2019,15.24,3.26,1.92,299.64
1075,2019,8.98,2.91,1.55,430.93
2312,2022,6.1,4.18,2.39,369.4
4613,2020,15.49,0.64,1.33,432.43
2440,2020,8.75,2.84,1.17,377.92
4753,2022,6.53,2.78,2.48,563.57
3976,2022,14.72,1.2,1.9,192.29
1561,2021,17.57,0.0,1.4,276.27
961,2021,5.52,0.01,19.8,328.21
3089,2019,14.53,1.64,1.23,421.25
2936,2022,16.61,2.42,4.45,489.41
604,2020,9.62,7.83,11.17,246.62
1072,2021,9.88,1.73,11.67,142.24
865,2022,8.95,7.71,1.95,211.61
2813,2022,5.35,0.61,6.8,129.13
4741,2021,16.16,0.6,0.68,437.6
3061,2020,14.25,3.46,2.07,725.91
1580,2019,5.32,0.0,2.27,318.38
1797,2020,15.05,0.0,0.12,492.23
2912,2019,12.85,4.89,1.5,491.09
687,2022,12.45,4.93,8.91,308.46
4940,2022,11.6,0.0,1.07,270.66
4968,2019,7.23,0.63,4.84,227.98
1793,2020,15.35,0.0,3.12,91.51
3740,2019,8.56,1.78,8.89,300.25
2296,2022,7.5,2.28,2.0,604.5
4080,2019,8.49,3.28,2.29,114.66
1974,2020,7.57,0.35,3.48,348.07
1040,2020,9.98,1.85,2.55,575.65
2015,2019,14.68,0.76,1.43,457.94
4695,2019,18.1,6.95,2.34,682.73
759,2021,12.91,2.64,0.46,728.65
364,2020,14.81,0.16,6.7,521.13
2951,2020,17.39,3.69,27.5,238.57
3187,2021,11.97,0.5,3.17,203.33
4931,2019,12.26,1.1,4.56,111.89
30,2022,17.82,6.95,2.0,755.02
1825,2019,10.09,6.57,3.18,117.57
2893,2022,12.88,1.28,8.8,310.77
2275,2021,13.13,7.08,3.72,806.57
3202,2022,7.57,4.1,2.66,207.85
2049,2020,14.05,2.72,2.04,305.5
1076,2022,5.98,2.09,0.87,653.84
3759,2020,18.07,0.84,4.5,144.58
4224,2021,12.27,0.28,0.5,295.31
3659,2019,15.89,0.0,2.81,220.54
2295,2021,11.89,0.36,8.7,48.44
3406,2020,6.88,3.21,1.0,104.38
753,2021,8.87,0.02,0.12,535.81
1322,2019,17.62,2.32,0.77,287.86
2568,2019,18.36,0.68,0.06,5010.04
749,2021,16.67,1.45,2.84,238.55
3649,2021,9.62,5.82,0.23,616.74
3705,2020,8.98,2.49,5.53,152.34
3402,2022,18.42,1.39,3.25,86.65
2841,2019,7.57,4.36,0.54,427.8
4023,2021,6.74,1.45,1.07,685.59
3938,2021,19.16,4.16,2.59,226.83
2457,2021,13.67,1.62,5.08,81.19
3408,2020,5.04,4.85,0.07,599.49
2773,2020,9.59,4.61,3.36,448.72
299,2019,12.62,0.18,4.26,356.63
4692,2019,13.23,2.98,4.22,561.1
2899,2020,18.62,2.84,1.88,117.03
3650,2019,11.75,0.33,35.0,94.35
4857,2022,7.71,0.9,0.42,424.99
4890,2019,15.5,0.43,1.48,330.62
385,2019,8.45,5.18,4.33,253.73
1691,2019,15.08,2.13,38.0,104.12
270,2020,17.71,1.38,13.0,162.86
1760,2020,18.01,2.39,0.8,575.19
2909,2021,5.89,6.18,1.4,161.59
2759,2019,11.09,0.26,3.74,475.54
1974,2020,8.42,0.35,3.48,348.07
1916,2021,18.22,0.78,6.58,210.7
1237,2021,5.67,4.17,0.09,263.98
822,2019,6.05,5.37,3.62,139.97
238,2021,9.94,4.68,1.82,395.93
2191,2020,17.65,2.23,1.18,459.0
2416,2021,6.67,3.27,7.0,261.82
4620,2022,8.39,3.0,2.22,200.57
3575,2019,14.48,3.67,0.61,214.9
4286,2020,18.34,2.29,1.88,359.5
2700,2020,13.53,2.8,13.43,264.21
3109,2019,15.73,1.18,3.67,159.37
3258,2021,17.23,0.31,0.57,230.17
3207,2020,15.4,0.73,4.58,217.81
2927,2019,16.54,5.22,3.95,225.8
468,2022,9.56,2.24,3.67,488.12
3561,2020,13.18,3.17,4.9,165.07
311,2021,17.66,1.71,4.57,155.39
888,2020,16.5,0.0,7.5,167.05
3353,2022,14.22,5.63,1.7,342.75
4763,2021,5.66,0.0,2.24,841.22
4080,2022,12.36,3.28,2.29,114.66
13,2019,12.32,1.47,24.0,94.7
4544,2020,11.1,5.63,15.67,27.04
4099,2021,14.83,0.98,0.23,486.8
299,2020,16.85,0.18,4.26,356.63
179,2019,10.12,1.04,2.83,168.03
4725,2019,9.63,1.05,3.35,404.29
3733,2021,14.29,0.18,1.35,151.56
4011,2020,19.26,3.36,0.37,576.11
4482,2019,5.12,0.47,9.4,341.12
3745,2021,7.85,0.23,3.06,292.72
1850,2019,18.71,2.72,2.17,110.37
1136,2019,14.99,2.36,2.9,556.73
2787,2019,6.65,3.92,0.69,834.17
3522,2021,18.53,4.53,0.35,3492.11
3791,2021,5.44,0.0,17.5,171.9
3795,2019,6.52,0.0,11.62,217.25
3553,2020,15.81,0.25,14.0,111.39
4496,2022,17.2,2.98,0.5,470.26
1193,2020,8.27,3.3,0.4,123.42
3582,2019,18.16,0.65,4.75,200.07
4598,2020,12.32,1.75,3.0,134.92
4932,2022,19.03,0.17,0.27,1473.7
1433,2022,15.92,0.84,19.0,68.6
2861,2022,13.19,1.07,6.08,107.77
1800,2019,17.9,0.32,10.88,244.97
4815,2022,9.44,0.57,8.62,49.37
979,2022,5.03,1.13,2.0,513.0
2974,2022,16.3,1.15,0.83,719.85
438,2021,14.6,0.0,2.37,188.88
3224,2021,6.02,0.56,97.0,196.59
1371,2022,18.85,1.68,6.4,458.72
4919,2019,14.23,0.59,2.04,307.05
3498,2022,14.01,3.81,2.21,579.15
1822,2022,16.07,2.71,3.24,373.63
2590,2019,11.13,0.83,1.0,176.39
4833,2020,15.58,3.79,2.23,447.51
650,2019,12.93,0.02,4.6,438.47
2943,2020,14.02,0.76,0.2,255.67
2678,2022,7.74,5.87,49.5,205.73
2556,2019,11.25,0.07,2.67,526.13
1060,2022,6.11,1.95,2.48,598.08
628,2020,17.38,4.51,1.09,147.41
1002,2022,19.68,0.0,0.46,243.51
3443,2021,5.59,0.38,3.21,526.42
3080,2022,19.5,5.9,5.6,201.33
4520,2019,15.59,1.93,6.62,248.75
1257,2022,17.91,1.7,4.0,359.6
292,2022,12.06,1.36,1.39,303.03
1184,2019,11.36,0.74,4.73,276.02
405,2021,6.53,1.3,3.6,436.02
44,2022,17.37,4.73,46.0,283.65
4183,2021,14.93,1.74,2.5,117.85
2882,2020,8.55,1.91,3.83,88.79
898,2022,13.82,0.43,2.04,507.56
900,2020,14.67,0.57,0.05,304.62
188,2022,17.77,0.41,0.2,397.74
3798,2021,10.81,5.14,7.86,262.18
2516,2022,19.42,4.99,0.64,919.15
3489,2019,9.67,1.73,1.62,308.44
531,2019,14.46,2.03,7.15,255.44
837,2022,15.78,2.71,3.96,275.33
2237,2019,10.7,8.3,5.33,253.55
1248,2021,7.68,0.0,5.1,288.97
887,2020,18.05,3.69,21.5,102.39
4633,2022,17.7,2.33,0.82,574.19
2569,2021,16.26,3.36,8.83,361.62
2454,2022,17.16,3.62,21.67,64.88
4016,2019,12.48,1.92,4.74,161.19
582,2022,16.32,3.5,4.55,443.89
1867,2020,17.88,0.75,3.81,532.07
3012,2022,15.31,0.75,4.18,534.84
4841,2022,14.63,2.13,5.0,438.79
1328,2022,6.33,0.48,10.14,79.13
851,2020,15.12,0.1,1.53,170.7
3485,2022,13.49,0.99,3.21,172.66
3860,2020,14.57,6.22,3.89,142.73
2153,2021,10.85,1.49,0.47,247.53
3294,2021,14.27,1.16,0.71,403.32
3554,2020,18.94,4.84,2.41,546.97
3830,2021,12.87,6.12,5.81,94.68
487,2020,5.28,7.66,5.0,14.33
3546,2020,6.42,3.56,5.36,188.64
2143,2019,6.63,0.86,0.85,236.79
3341,2020,8.23,3.97,2.17,611.79
1214,2019,18.42,1.05,4.08,214.22
3837,2022,9.58,0.06,2.68,220.83
2344,2022,5.7,2.32,84.0,127.41
4927,2019,7.74,1.41,21.67,239.79
2476,2022,19.47,1.91,1.3,373.67
250,2022,14.76,1.52,0.05,1255.63
330,2022,13.12,4.51,19.67,176.89
4694,2021,17.82,2.84,0.6,203.49
2883,2020,18.83,6.79,0.36,534.5
4054,2020,10.5,1.5,6.0,103.49
4266,2019,9.99,1.31,2.25,268.43
4156,2021,17.39,0.83,0.07,687.22
2104,2019,18.18,3.56,0.21,3291.14
877,2022,15.41,4.85,2.35,538.49
1692,2020,15.98,1.16,2.13,615.74
4721,2021,8.13,4.53,1.67,34.15
249,2020,13.81,6.75,2.33,237.51
1067,2020,18.5,0.05,4.83,51.27
2232,2020,17.11,5.68,1.59,736.4
654,2021,5.08,7.4,3.48,777.82
2113,2021,6.18,1.25,1.62,592.49
4692,2019,16.92,2.98,4.22,561.1
905,2022,8.3,1.95,2.88,116.18
4986,2021,17.89,0.0,0.67,570.23
3376,2021,12.71,0.91,0.42,497.92
3556,2019,17.37,0.44,4.25,39.97
1706,2019,7.13,4.95,3.37,279.92
594,2021,8.12,1.21,14.0,285.13
677,2020,11.05,3.65,2.93,292.64
2903,2021,18.19,4.4,16.75,78.24
3653,2019,15.02,1.78,5.5,462.8
4709,2020,11.49,0.4,1.27,260.28
4112,2019,18.46,0.0,2.32,303.07
343,2022,19.09,0.0,3.56,143.88
4568,2020,17.64,0.92,8.7,135.78
2366,2022,6.58,0.15,3.07,550.11
328,2019,12.61,3.67,19.6,116.71
3244,2021,8.11,0.04,5.59,415.76
4844,2021,12.67,1.04,4.58,444.24
2213,2020,13.0,2.74,3.32,197.99
2779,2021,10.59,6.3,3.1,387.03
2055,2020,18.02,8.55,5.45,170.45
4072,2021,16.87,1.96,5.78,280.72
2103,2019,17.44,0.94,0.07,1269.83
807,2022,18.86,3.03,45.0,116.9
1695,2019,14.28,2.16,1.71,259.46
1790,2022,7.16,2.57,2.58,500.98
23,2019,13.2,2.32,10.71,228.08
4176,2021,5.54,0.88,5.64,363.38
4487,2019,5.29,0.6,2.75,129.84
981,2019,6.39,4.81,2.56,108.66
1563,2021,10.68,0.0,0.08,527.32
2078,2019,16.74,2.98,0.5,263.55
4805,2019,8.58,3.31,4.73,79.71
3368,2019,18.94,6.05,5.15,184.76
2282,2022,18.89,1.21,4.41,673.28
432,2020,19.47,1.46,16.4,49.08
3282,2021,18.75,1.86,1.67,274.45
3401,2022,7.19,0.78,9.67,117.87
2298,2021,14.43,3.6,1.07,567.07
3644,2022,6.94,0.69,10.88,335.13
330,2021,5.18,4.51,19.67,176.89
2743,2021,14.39,6.73,0.5,346.88
4924,2019,18.11,2.15,2.84,509.96
1299,2020,17.08,0.73,15.8,239.3
873,2021,19.12,2.51,0.62,243.24
3007,2019,7.04,0.55,4.88,216.41
3187,2022,8.68,0.5,3.17,203.33
327,2019,19.89,0.75,0.85,584.32
1339,2021,17.66,0.0,3.07,294.24
2768,2020,5.39,8.51,1.44,173.5
1271,2021,7.94,1.57,3.6,300.15
3499,2022,10.66,1.55,2.05,585.55
2005,2019,12.96,4.86,0.28,1982.45
2917,2020,10.56,0.64,0.76,511.1
1540,2021,7.03,3.62,11.0,124.21
3375,2020,20.0,5.28,0.96,564.27
313,2021,8.79,0.14,27.5,139.96
2490,2022,5.46,2.46,1.12,268.43
675,2021,19.85,0.0,1.32,954.08
4185,2021,9.85,2.83,1.14,199.31
789,2019,5.56,1.35,4.1,392.9
991,2019,19.58,3.86,0.8,246.31
4044,2019,17.51,2.92,5.47,464.88
2321,2020,18.73,0.77,7.33,86.58
3519,2019,15.08,1.52,2.11,374.95
2367,2019,12.45,6.65,3.9,241.72
4202,2019,17.57,0.93,30.0,300.96
4892,2021,14.96,1.37,2.93,246.48
1776,2020,19.3,2.7,21.33,70.65
1971,2021,10.53,3.5,3.05,753.53
684,2021,12.89,0.41,1.68,348.34
4141,2020,17.58,0.0,12.38,286.69
3317,2019,5.81,4.2,1.93,538.29
4486,2021,11.18,0.0,1.14,201.39
2791,2022,19.79,0.0,31.67,118.78
2093,2020,5.13,2.19,3.83,152.33
3183,2019,10.88,1.8,51.0,87.64
2624,2021,17.75,1.33,1.41,275.43
4929,2020,7.21,0.0,4.72,195.31
852,2022,17.42,6.01,10.88,307.22
4797,2019,14.22,0.02,0.56,254.37
652,2020,18.58,0.0,4.54,218.94
717,2021,9.82,1.23,0.22,234.24
2963,2022,18.46,0.2,4.33,193.73
4848,2019,14.71,0.7,1.17,725.94
3225,2019,14.41,3.73,1.89,423.46
2459,2020,17.92,0.0,1.35,288.36
2917,2022,9.95,0.64,0.76,511.1
387,2022,8.16,0.45,2.5,278.61
2380,2021,8.52,0.02,1.81,475.14
833,2019,6.98,0.79,0.33,1241.89
217,2022,13.14,0.87,2.2,566.74
1846,2021,9.57,3.21,41.0,325.68
1924,2019,11.78,3.1,2.16,228.84
1598,2020,8.45,0.0,4.88,453.86
2194,2022,11.82,1.23,5.88,322.53
60,2020,18.11,0.26,0.2,294.01
1652,2022,7.5,1.7,7.33,105.34
33,2021,5.36,3.26,1.92,299.64
876,2021,16.92,6.94,31.67,37.08
1922,2019,6.3,8.93,24.0,153.4
3148,2019,11.09,1.44,8.67,49.91
665,2020,15.93,0.0,3.52,696.24
3210,2022,14.52,1.14,5.09,203.16
2745,2021,19.99,0.25,4.89,177.73
20,2019,10.32,1.52,21.67,138.38
1677,2022,13.44,4.55,13.33,98.31
2092,2019,15.93,0.19,2.85,385.83
2028,2020,9.91,5.99,3.08,211.74
4714,2022,5.7,0.0,10.22,471.37
1599,2021,18.71,1.54,5.53,254.48
2632,2021,9.51,3.56,2.05,619.28
