PU_ID,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
3155,Player C,Team B,30,177.18,81.9,Defender,22.0,17.0,0,2,91.88,6.9,9,1,18,3,0.68,23,5,18.31,0.0,4.04,288.86,2020
2402,Player C,Team A,18,168.67,106.87,Forward,27.0,13.0,0,3,99.34,11.54,51,14,19,1,1.0,60,4,7.39,0.0,0.36,517.77,2019
3037,Player D,Team A,35,178.72,101.75,Goalkeeper,19.0,15.0,7,3,56.21,7.8,39,3,21,1,0.63,71,3,11.14,6.92,3.45,488.09,2019
2868,Player D,Team A,18,176.61,98.81,Goalkeeper,27.0,8.0,1,3,61.88,10.02,19,8,29,2,0.02,40,6,13.46,0.0,1.36,315.33,2020
130,Player D,Team B,20,183.79,99.61,Goalkeeper,3.0,15.0,3,3,95.95,11.05,82,3,4,0,0.42,95,5,18.9,0.0,17.25,219.84,2022
693,Player D,Team B,36,180.53,102.45,Midfielder,20.0,17.0,3,3,64.34,9.3,19,0,25,9,0.24,41,1,15.15,0.32,4.14,185.59,2022
1134,Player C,Team C,30,173.93,101.53,Midfielder,21.0,0.0,6,3,63.05,6.69,74,3,19,4,0.68,98,9,19.73,1.3,1.14,282.52,2021
2763,Player A,Team B,38,194.22,80.99,Goalkeeper,150.0,11.0,6,0,108.76,12.83,66,14,0,7,0.02,32,4,18.48,7.01,5.88,429.03,2022
3279,Player D,Team A,32,168.53,58.38,Midfielder,4.0,19.0,5,3,55.88,13.85,37,13,8,5,0.79,21,7,14.73,2.28,18.6,180.03,2020
650,Player C,Team C,24,187.27,73.97,Forward,19.0,11.0,3,0,89.98,13.18,36,7,0,6,0.66,82,4,12.61,0.02,4.6,438.47,2020
1928,Player D,Team A,37,183.24,63.95,Defender,19.0,19.0,6,0,83.93,5.43,53,6,20,6,0.61,53,3,9.94,0.34,4.05,299.89,2020
501,Player A,Team C,35,174.16,95.31,Defender,12.0,13.0,1,1,96.39,14.41,47,13,22,2,0.54,78,4,14.06,0.0,4.38,275.91,2022
4404,Player D,Team B,21,175.57,73.25,Midfielder,11.0,14.0,1,1,91.77,9.08,11,11,18,0,0.99,52,5,14.68,7.06,7.0,193.75,2021
1795,Player B,Team C,22,165.55,105.29,Goalkeeper,27.0,11.0,4,3,53.41,7.78,38,1,14,7,0.49,10,7,10.47,0.96,2.54,479.94,2022
249,Player C,Team A,33,217.14,115.15,Goalkeeper,23.0,4.0,7,4,70.44,9.43,68,14,10,1,0.96,98,7,15.86,6.75,2.33,237.51,2021
1599,Player A,Team A,27,165.25,99.21,Defender,16.0,19.0,0,4,88.85,6.62,38,14,22,9,0.45,7,5,13.54,1.54,5.53,254.48,2019
1189,Player D,Team C,28,188.18,93.32,Goalkeeper,25.0,18.0,8,4,93.11,14.87,94,12,6,8,0.55,70,3,7.86,3.16,2.15,385.67,2019
3917,Player D,Team B,27,181.95,76.28,Goalkeeper,10.0,5.0,3,4,89.94,8.0,79,2,13,4,0.35,45,0,9.37,4.8,2.45,98.58,2022
4205,Player D,Team A,38,191.58,57.92,Midfielder,22.0,5.0,8,1,94.14,12.51,64,4,1,7,0.48,19,6,7.68,3.44,3.78,363.07,2020
4935,Player A,Team C,33,211.03,106.67,Midfielder,26.0,12.0,6,4,109.38,12.62,77,9,1,2,0.35,5,5,14.82,2.49,3.41,379.88,2020
2519,Player A,Team C,38,197.54,99.24,Midfielder,9.0,2.0,5,4,99.58,13.85,23,6,20,0,0.72,96,4,11.31,0.0,0.2,95.33,2020
4650,Player C,Team A,18,208.63,88.51,Goalkeeper,6.0,7.0,5,1,110.21,11.38,75,5,2,5,0.04,28,9,9.44,2.81,10.86,193.0,2022
4831,Player A,Team A,29,178.58,107.75,Defender,7.0,2.0,4,2,94.17,5.89,58,5,4,2,0.74,61,5,10.82,0.0,1.38,174.46,2019
4694,Player B,Team B,37,184.61,69.18,Defender,14.0,3.0,5,4,93.64,14.37,33,1,20,8,0.44,41,0,7.2,2.84,0.6,203.49,2020
4164,Player B,Team A,38,207.63,76.7,Goalkeeper,10.0,13.0,7,3,88.86,9.17,26,2,14,1,0.61,29,1,9.63,4.09,0.45,326.56,2020
3037,Player D,Team A,35,178.72,101.75,Goalkeeper,19.0,15.0,7,3,56.21,7.8,39,3,21,1,0.63,71,3,11.14,6.92,3.45,488.09,2022
1934,Player C,Team B,28,163.95,130.43,Goalkeeper,18.0,2.0,0,2,86.82,8.01,12,5,26,9,0.68,67,4,14.12,0.41,4.37,145.78,2021
4027,Player A,Team A,26,182.07,88.38,Midfielder,100.0,1.0,4,2,75.55,8.41,40,2,13,9,0.32,19,2,10.04,0.0,0.02,1370.92,2020
3755,Player C,Team C,35,187.01,57.33,Forward,24.0,1.0,9,4,99.24,14.78,84,0,9,1,0.04,58,4,12.09,0.69,3.2,423.73,2020
304,Player B,Team C,35,197.52,90.6,Forward,28.0,18.0,6,0,65.84,5.24,63,6,22,9,0.01,37,1,16.34,2.45,2.59,660.55,2020
4794,Player A,Team C,36,174.33,66.41,Goalkeeper,1.0,11.0,4,4,86.12,7.22,62,6,12,1,0.15,13,9,11.66,1.38,11.5,170.98,2020
4738,Player C,Team C,29,166.26,75.05,Midfielder,11.0,3.0,5,2,69.0,12.17,0,11,18,0,0.58,90,6,8.95,2.66,7.33,115.99,2019
3141,Player A,Team A,19,189.42,104.61,Midfielder,10.0,8.0,4,0,95.03,12.18,76,4,18,7,0.93,34,8,16.47,2.26,27.0,48.34,2019
287,Player A,Team A,35,185.36,82.11,Midfielder,8.0,0.0,0,2,97.32,8.75,66,13,7,4,0.63,30,2,6.18,3.02,10.0,152.7,2022
3443,Player D,Team B,31,222.32,84.01,Forward,13.0,14.0,9,2,58.76,13.52,83,4,27,8,1.0,81,7,5.59,0.38,3.21,526.42,2020
1987,Player D,Team B,39,202.5,83.7,Goalkeeper,11.0,1.0,1,2,90.66,7.24,30,3,14,6,0.29,86,4,7.23,3.35,2.33,233.52,2021
4636,Player D,Team B,36,172.94,87.0,Midfielder,16.0,8.0,7,2,55.49,8.5,15,1,9,6,0.33,4,6,8.13,4.55,4.29,295.32,2019
3742,Player C,Team B,27,217.71,96.99,Midfielder,70.0,11.0,6,3,95.45,11.6,65,14,15,2,0.21,59,3,6.17,0.0,1.35,1162.29,2021
2898,Player B,Team C,38,188.59,83.6,Goalkeeper,10.0,17.0,5,2,84.93,14.29,90,13,6,8,0.43,66,7,11.06,2.02,2.82,503.95,2020
1105,Player D,Team A,31,183.65,57.75,Midfielder,22.0,14.0,5,4,76.61,9.07,37,9,22,6,0.17,26,7,18.81,1.86,3.7,550.41,2021
4780,Player C,Team A,25,163.28,58.76,Goalkeeper,130.0,0.0,1,4,83.87,6.79,31,7,26,0,0.97,28,4,9.34,0.03,0.71,79.81,2022
3391,Player A,Team B,27,188.51,106.27,Goalkeeper,28.0,3.0,8,2,95.8,13.58,1,10,0,7,0.78,44,7,9.42,2.63,0.03,159.87,2020
788,Player D,Team C,37,175.92,93.16,Midfielder,5.0,12.0,5,1,116.27,8.05,61,13,28,7,0.46,63,3,11.12,0.0,9.33,121.47,2022
3418,Player D,Team A,30,194.96,111.05,Midfielder,10.0,5.0,8,4,114.52,5.5,55,5,20,1,0.78,28,9,14.0,1.06,2.45,259.66,2022
501,Player A,Team C,35,174.16,95.31,Defender,12.0,13.0,1,1,96.39,14.41,47,13,22,2,0.54,78,4,14.06,0.0,4.38,275.91,2021
513,Player B,Team A,29,178.84,115.96,Forward,24.0,14.0,2,3,78.21,10.4,72,11,14,3,0.87,60,0,5.81,2.1,2.2,372.99,2019
462,Player B,Team A,35,184.59,64.08,Midfielder,29.0,18.0,0,3,60.53,5.5,58,7,19,5,0.75,92,3,18.29,6.38,2.37,446.02,2020
3207,Player C,Team C,20,185.58,123.57,Goalkeeper,18.0,1.0,6,4,61.16,6.37,72,12,2,5,0.75,46,6,13.21,0.73,4.58,217.81,2021
625,Player B,Team B,19,185.58,110.63,Goalkeeper,20.0,13.0,6,2,52.03,10.01,29,14,11,1,0.31,2,7,16.74,0.68,2.14,474.94,2019
2715,Player C,Team B,20,172.45,60.4,Midfielder,6.0,4.0,6,1,98.6,13.13,31,6,24,5,0.77,35,9,12.16,5.03,13.0,118.1,2020
2038,Player B,Team A,34,165.64,114.72,Forward,5.0,17.0,1,1,59.68,7.13,0,7,13,5,0.34,77,8,19.9,4.11,11.0,218.74,2022
34,Player B,Team B,38,187.93,96.9,Midfielder,14.0,18.0,7,3,99.03,5.39,63,5,29,1,0.35,48,9,6.94,1.97,5.13,593.3,2019
3545,Player A,Team C,22,181.96,98.37,Defender,14.0,8.0,5,4,92.12,7.02,64,9,18,9,0.81,52,9,17.11,1.67,5.47,177.66,2022
541,Player B,Team A,25,167.08,69.07,Forward,23.0,11.0,9,4,69.68,8.11,79,10,19,9,0.61,72,6,12.9,0.38,3.04,449.81,2020
1216,Player B,Team B,31,181.51,86.43,Goalkeeper,9.0,0.0,4,2,86.47,11.51,56,3,17,8,0.25,48,4,17.35,0.38,1.9,177.91,2022
3720,Player C,Team A,30,167.44,81.44,Defender,21.0,9.0,8,4,84.0,9.27,80,3,25,4,0.87,19,5,11.05,1.57,3.64,242.7,2020
3699,Player A,Team A,38,171.89,96.21,Defender,17.0,17.0,4,1,63.71,5.08,98,9,16,1,0.27,63,3,10.85,2.63,1.44,452.04,2021
3912,Player A,Team B,22,173.21,116.97,Goalkeeper,90.0,16.0,0,0,67.53,13.27,79,4,18,4,0.01,55,6,15.4,0.85,9.7,372.92,2019
2345,Player D,Team C,30,192.72,85.77,Forward,26.0,16.0,5,1,75.91,11.96,36,10,9,7,0.67,47,2,17.57,0.0,1.7,385.72,2020
2135,Player A,Team B,24,161.0,90.08,Defender,24.0,8.0,3,3,80.43,10.3,41,5,10,8,0.89,38,2,14.88,4.73,0.56,437.54,2022
3330,Player A,Team C,37,169.72,137.41,Midfielder,22.0,0.0,5,1,103.6,14.55,76,10,3,3,0.15,18,0,11.81,0.23,1.48,279.72,2022
2756,Player A,Team A,21,198.74,77.72,Forward,6.0,15.0,5,0,94.72,9.81,48,5,0,5,0.47,18,3,5.61,0.1,7.0,201.55,2022
4297,Player B,Team A,18,176.22,128.95,Forward,21.0,0.0,3,3,96.5,12.47,18,14,20,6,0.56,55,5,10.73,2.19,1.27,388.41,2022
4767,Player C,Team B,34,161.61,110.03,Forward,240.0,8.0,5,3,82.67,8.89,30,9,28,3,0.1,18,2,12.4,3.26,0.17,2262.74,2021
3399,Player D,Team B,24,181.86,84.38,Goalkeeper,21.0,19.0,9,3,52.62,13.17,35,0,1,9,0.38,13,1,7.92,0.0,2.32,413.96,2022
1556,Player B,Team B,27,197.81,88.36,Defender,10.0,5.0,4,3,75.78,8.87,36,7,23,0,0.25,27,0,13.68,3.95,3.55,198.11,2022
1281,Player C,Team A,20,187.94,57.49,Midfielder,23.0,2.0,4,1,73.27,13.26,27,4,23,7,0.7,80,3,5.33,7.83,0.58,440.03,2020
2606,Player D,Team A,23,171.56,86.46,Midfielder,2.0,1.0,3,2,98.03,7.03,57,4,4,7,0.37,72,3,6.19,2.77,7.33,28.28,2022
4227,Player D,Team A,29,188.59,74.03,Midfielder,5.0,16.0,1,4,72.83,10.33,26,9,29,8,0.32,67,4,6.65,0.47,10.17,365.32,2022
2367,Player A,Team B,27,196.12,106.45,Midfielder,190.0,8.0,7,3,70.21,10.31,64,9,13,1,0.56,45,8,13.78,6.65,3.9,241.72,2021
1138,Player D,Team B,32,194.97,99.18,Forward,25.0,13.0,3,1,59.4,11.67,61,2,16,8,0.48,57,0,7.11,6.73,3.04,280.82,2021
3038,Player C,Team A,32,199.45,87.88,Forward,13.0,12.0,0,0,89.66,14.39,34,12,17,7,0.07,44,3,11.94,6.53,1.86,454.51,2022
4641,Player A,Team B,36,186.5,60.7,Defender,27.0,1.0,8,3,84.12,5.58,54,10,6,8,0.31,83,8,17.59,3.03,1.54,330.21,2021
3069,Player B,Team A,21,185.72,109.99,Goalkeeper,18.0,16.0,4,0,89.74,13.92,55,8,11,3,0.42,13,1,11.15,0.11,2.68,629.59,2019
4089,Player D,Team C,33,198.13,86.69,Midfielder,240.0,9.0,9,1,63.49,7.73,41,7,0,2,0.04,24,6,17.58,0.56,0.18,3386.22,2021
587,Player C,Team A,31,187.25,104.07,Midfielder,24.0,5.0,3,0,76.76,10.69,41,10,25,9,0.13,29,6,14.3,2.82,1.4,569.44,2022
4245,Player A,Team A,19,197.89,50.71,Defender,30.0,2.0,1,3,58.32,9.95,66,2,18,3,0.13,29,3,5.23,0.1,2.39,308.54,2022
2122,Player C,Team B,26,193.46,100.58,Defender,8.0,15.0,4,3,69.27,6.04,80,11,10,1,0.97,3,6,6.42,0.0,2.67,234.58,2019
4237,Player C,Team A,34,182.28,87.48,Goalkeeper,13.0,0.0,6,0,52.82,13.55,74,14,11,8,0.78,64,7,14.23,1.78,2.0,106.9,2019
72,Player A,Team B,39,184.01,58.85,Goalkeeper,16.0,12.0,0,3,77.57,9.5,10,3,17,6,0.32,78,4,5.85,5.98,5.29,552.78,2022
580,Player B,Team A,36,172.67,80.69,Defender,12.0,9.0,6,1,90.05,6.85,67,2,1,1,0.75,71,9,17.48,0.67,4.23,215.41,2022
3240,Player B,Team C,33,162.34,92.62,Goalkeeper,50.0,10.0,5,0,76.0,5.73,14,5,26,1,0.42,23,4,13.54,0.0,1.17,118.58,2021
744,Player C,Team B,30,208.77,117.14,Defender,29.0,0.0,8,3,96.86,9.3,31,13,25,6,0.32,10,8,8.94,8.5,3.03,164.44,2019
1081,Player A,Team A,27,164.71,118.81,Forward,4.0,10.0,7,0,84.09,7.29,1,7,8,7,0.09,55,6,6.78,0.04,19.2,154.73,2019
1221,Player B,Team A,38,184.51,70.91,Defender,22.0,5.0,7,0,61.12,13.18,96,10,20,8,0.63,33,3,8.14,0.09,3.48,500.3,2021
3418,Player D,Team A,30,194.96,111.05,Midfielder,10.0,5.0,8,4,114.52,5.5,55,5,20,1,0.78,28,9,14.0,1.06,2.45,259.66,2019
3980,Player B,Team A,26,171.22,84.96,Midfielder,15.0,12.0,2,2,50.52,14.22,17,10,24,3,0.84,2,3,14.79,0.0,5.88,240.31,2022
2246,Player A,Team A,32,176.42,107.01,Goalkeeper,3.0,7.0,2,4,98.64,11.84,32,8,18,4,0.05,94,2,14.36,2.66,10.5,83.36,2020
2738,Player D,Team C,19,187.3,80.87,Goalkeeper,29.0,3.0,5,3,84.06,5.82,11,7,29,6,0.38,91,5,14.07,0.0,0.77,604.5,2022
2177,Player D,Team C,28,182.73,89.57,Forward,10.0,6.0,9,3,89.14,9.11,40,1,19,0,0.57,31,3,12.55,0.88,8.27,209.5,2022
3080,Player C,Team C,19,183.44,104.93,Forward,4.0,7.0,8,2,59.63,14.18,13,12,0,5,0.96,56,8,19.5,5.9,5.6,201.33,2021
821,Player D,Team C,24,196.45,119.27,Defender,18.0,0.0,4,0,50.62,7.35,4,2,24,9,0.22,70,2,14.71,3.09,2.68,184.5,2021
1261,Player C,Team C,21,166.62,73.16,Defender,180.0,2.0,0,3,95.28,7.47,15,11,22,6,0.8,35,5,10.41,3.31,1.84,162.22,2021
2020,Player C,Team A,29,199.97,97.59,Forward,7.0,11.0,0,0,74.58,9.81,61,8,4,6,0.96,54,4,14.83,4.58,9.75,294.27,2019
936,Player B,Team B,24,193.03,97.28,Goalkeeper,20.0,18.0,2,2,86.56,6.19,27,2,1,2,0.02,50,0,8.84,5.18,2.71,254.09,2021
1130,Player B,Team A,23,177.93,88.68,Forward,90.0,1.0,5,3,77.23,11.31,30,1,17,4,0.72,71,5,12.65,0.0,1.5,85.09,2020
4552,Player C,Team C,22,192.59,88.84,Forward,10.0,13.0,0,4,69.58,6.24,95,11,17,3,0.4,73,7,9.12,0.0,0.36,331.27,2020
1144,Player D,Team A,35,196.11,88.93,Goalkeeper,14.0,11.0,4,3,99.21,11.52,3,7,27,5,0.58,79,5,12.81,2.6,1.2,221.04,2019
181,Player C,Team B,31,173.69,108.92,Forward,20.0,15.0,7,3,70.29,5.57,53,3,9,1,0.97,17,4,14.9,0.87,2.29,477.45,2020
4292,Player D,Team A,39,177.44,104.91,Midfielder,60.0,19.0,6,2,60.73,14.34,17,14,3,0,0.82,76,4,7.98,2.79,2.14,277.92,2021
210,Player C,Team A,38,193.42,76.0,Defender,15.0,15.0,1,3,58.98,13.04,70,10,17,5,0.55,4,2,6.82,0.0,3.0,174.98,2019
1892,Player A,Team C,33,169.67,102.94,Midfielder,11.0,11.0,0,2,55.24,5.99,69,13,13,5,0.61,13,7,6.73,3.25,6.58,398.89,2021
3822,Player D,Team B,37,168.54,63.13,Midfielder,20.0,5.0,1,1,93.25,7.13,58,14,20,3,0.6,24,5,13.66,3.86,10.67,103.76,2021
3125,Player D,Team A,27,192.83,77.53,Defender,12.0,8.0,4,3,55.43,7.23,7,14,4,3,0.61,39,2,11.27,1.43,7.15,264.38,2021
2893,Player A,Team C,34,174.8,119.19,Goalkeeper,4.0,18.0,9,1,70.21,9.92,72,9,17,8,0.14,37,0,13.11,1.28,8.8,310.77,2020
3042,Player A,Team B,24,193.69,91.73,Midfielder,140.0,16.0,0,3,58.85,7.12,36,6,6,8,0.11,93,1,12.85,4.32,4.73,209.72,2021
650,Player C,Team C,24,187.27,73.97,Forward,19.0,11.0,3,0,89.98,13.18,36,7,0,6,0.66,82,4,12.61,0.02,4.6,438.47,2019
271,Player D,Team A,35,173.81,83.95,Goalkeeper,80.0,5.0,6,1,52.44,6.29,37,7,15,7,0.3,90,8,19.15,1.47,8.67,145.79,2021
1748,Player C,Team A,24,197.71,88.1,Midfielder,50.0,6.0,0,4,65.99,8.54,98,9,29,9,0.76,60,7,11.05,0.84,7.5,156.21,2021
4217,Player C,Team A,26,197.87,110.71,Defender,25.0,9.0,0,3,62.46,6.71,14,0,26,2,0.5,59,2,5.65,0.0,0.27,538.13,2022
2652,Player D,Team A,29,170.9,96.86,Forward,22.0,1.0,6,0,55.74,11.73,11,11,10,5,0.45,66,9,7.54,1.75,3.91,191.56,2020
738,Player A,Team C,27,178.22,56.83,Defender,130.0,4.0,5,3,89.81,8.05,94,11,10,5,0.44,81,9,10.85,3.05,0.26,1014.61,2020
827,Player B,Team B,37,184.61,69.18,Midfielder,8.0,4.0,1,0,92.08,12.0,63,1,13,1,0.13,68,7,11.17,0.48,3.44,104.65,2020
1822,Player D,Team B,30,167.91,80.69,Goalkeeper,28.0,5.0,5,2,66.92,12.62,63,1,29,3,0.07,68,5,10.11,2.71,3.24,373.63,2020
229,Player A,Team C,38,177.27,68.82,Defender,28.0,12.0,8,1,65.05,10.08,31,0,24,1,0.63,20,7,12.97,0.0,3.38,418.58,2019
3402,Player D,Team A,31,192.15,106.53,Forward,3.0,4.0,0,1,115.33,14.46,77,11,21,1,1.0,55,3,18.42,1.39,3.25,86.65,2020
2346,Player C,Team A,19,178.84,55.54,Forward,16.0,4.0,3,4,55.6,14.29,31,9,10,5,0.68,54,5,18.58,1.9,3.06,345.74,2020
303,Player B,Team B,20,187.83,117.22,Midfielder,7.0,11.0,2,4,69.96,6.89,97,11,14,4,0.34,74,2,14.23,1.98,0.88,132.69,2019
2263,Player B,Team B,34,172.3,105.3,Midfielder,8.0,9.0,8,2,88.2,11.95,92,0,9,3,0.56,97,2,10.3,0.83,9.11,314.43,2021
4676,Player C,Team C,33,193.3,68.63,Goalkeeper,9.0,6.0,4,0,70.21,5.99,94,11,11,8,0.73,61,5,14.71,0.04,0.1,220.25,2021
2095,Player C,Team B,38,191.26,90.89,Defender,15.0,2.0,5,2,86.03,12.07,69,3,18,6,0.29,79,7,16.3,2.27,2.69,209.73,2022
986,Player D,Team B,23,174.76,94.7,Defender,17.0,0.0,4,3,91.42,14.07,16,3,8,7,0.69,69,2,11.9,1.77,0.11,117.04,2019
2803,Player D,Team B,33,168.56,77.42,Goalkeeper,22.0,16.0,6,3,50.7,8.96,75,9,18,8,0.96,92,0,19.41,1.48,0.43,282.03,2020
2837,Player A,Team A,39,176.79,84.9,Midfielder,26.0,3.0,9,0,74.99,10.65,90,4,20,9,0.04,87,4,12.28,2.2,3.44,471.07,2020
246,Player A,Team A,30,198.65,219.35,Forward,4.0,13.0,5,0,86.03,14.18,38,6,21,8,0.7,10,4,15.38,0.45,3.0,295.13,2021
4686,Player C,Team C,31,178.91,76.24,Forward,250.0,9.0,0,4,54.34,10.12,43,4,9,6,0.45,74,5,10.01,3.37,0.36,4321.53,2022
1270,Player B,Team C,36,160.61,52.65,Midfielder,4.0,10.0,4,2,98.15,13.43,11,0,26,6,0.69,95,6,18.46,0.83,0.4,105.93,2020
2135,Player A,Team B,24,161.0,90.08,Defender,24.0,8.0,3,3,80.43,10.3,41,5,10,8,0.89,38,2,14.88,4.73,0.56,437.54,2019
820,Player C,Team C,29,193.83,77.45,Defender,3.0,11.0,8,3,69.21,13.91,43,6,6,9,0.55,16,5,6.07,5.62,8.25,153.98,2020
2399,Player D,Team A,37,183.63,65.91,Forward,8.0,4.0,9,4,57.5,11.83,87,0,27,9,0.84,82,1,19.65,5.09,6.44,179.03,2020
3559,Player B,Team A,37,185.38,74.5,Midfielder,29.0,5.0,5,2,90.29,12.12,64,14,6,9,0.46,71,7,9.85,4.4,2.47,593.3,2022
2860,Player C,Team C,37,166.01,50.98,Defender,4.0,16.0,7,1,88.0,13.64,80,12,27,8,0.87,46,0,7.19,1.88,19.6,237.6,2022
2596,Player C,Team B,36,195.01,66.57,Defender,18.0,19.0,0,3,66.87,13.7,44,12,11,9,0.27,3,3,9.67,7.64,2.16,343.03,2022
3189,Player B,Team C,20,172.85,86.01,Goalkeeper,5.0,8.0,7,1,66.67,8.96,86,7,18,5,0.79,43,1,15.86,0.96,6.67,198.33,2020
4548,Player B,Team B,27,160.63,93.28,Forward,0.0,3.0,1,1,88.85,12.43,9,11,19,7,0.2,60,8,10.6,0.26,72.0,34.37,2022
2167,Player C,Team B,23,174.1,85.73,Goalkeeper,100.0,19.0,8,1,99.01,13.54,82,0,7,9,0.13,66,0,12.46,3.28,8.64,306.14,2020
2850,Player D,Team A,37,167.79,68.88,Goalkeeper,100.0,19.0,6,2,56.11,14.98,40,2,13,8,0.58,80,5,12.32,0.02,0.54,1127.51,2022
4911,Player A,Team A,20,180.35,112.66,Midfielder,26.0,15.0,3,4,62.54,9.53,75,9,3,0,0.73,89,6,12.75,2.54,1.41,817.7,2020
2807,Player C,Team C,29,190.56,93.67,Defender,17.0,1.0,7,4,81.76,10.12,54,9,14,2,0.62,66,1,19.03,6.91,2.89,222.6,2022
3370,Player B,Team B,39,180.67,108.96,Defender,4.0,16.0,0,4,104.74,7.11,17,4,18,1,0.22,79,1,12.78,2.92,17.6,366.06,2020
2842,Player A,Team B,35,191.78,108.36,Midfielder,14.0,17.0,1,3,71.15,13.95,61,6,26,2,0.92,47,6,18.82,0.15,4.33,168.68,2020
1577,Player B,Team B,29,187.87,74.78,Defender,3.0,2.0,4,4,113.39,14.13,79,5,27,9,0.46,48,7,17.3,1.72,24.0,48.44,2019
1659,Player D,Team A,38,172.68,116.13,Forward,110.0,9.0,9,1,91.23,13.75,12,7,19,5,0.57,41,8,8.91,0.84,5.58,230.71,2020
4169,Player B,Team C,30,180.79,119.86,Goalkeeper,3.0,9.0,2,2,91.75,7.37,85,4,5,0,0.1,38,3,6.25,0.28,15.25,115.95,2021
4655,Player A,Team B,36,188.19,71.35,Midfielder,14.0,12.0,9,3,58.29,13.96,24,8,24,8,0.17,35,1,9.37,0.04,5.67,367.1,2021
958,Player B,Team C,24,180.03,104.69,Goalkeeper,17.0,19.0,3,4,62.07,9.89,91,4,5,2,0.91,31,2,5.97,1.63,5.5,352.54,2022
4803,Player C,Team A,33,223.24,91.94,Defender,0.0,3.0,9,0,94.51,10.77,6,12,8,9,0.19,6,5,10.39,6.79,88.0,50.95,2021
3003,Player D,Team B,21,185.11,99.0,Forward,1.0,9.0,1,1,96.28,10.83,0,2,10,5,0.62,13,3,5.19,1.78,26.0,104.98,2020
128,Player D,Team C,36,179.74,85.47,Defender,25.0,9.0,1,2,87.21,6.02,72,0,17,8,0.01,24,7,5.15,0.0,0.15,417.9,2021
2374,Player B,Team B,37,190.31,116.83,Defender,23.0,15.0,6,1,98.27,11.4,36,8,17,5,0.74,73,3,17.63,0.56,3.75,343.18,2020
3350,Player D,Team B,36,164.43,191.46,Forward,5.0,2.0,9,1,67.71,14.93,79,3,13,4,0.91,20,8,5.73,0.9,9.83,49.61,2020
1144,Player D,Team A,35,196.11,88.93,Goalkeeper,14.0,11.0,4,3,99.21,11.52,3,7,27,5,0.58,79,5,12.81,2.6,1.2,221.04,2022
1712,Player A,Team C,20,249.14,82.71,Forward,4.0,7.0,3,3,92.41,12.56,46,13,3,0,0.78,16,1,5.2,0.85,9.4,135.1,2019
4198,Player C,Team A,24,189.16,116.29,Goalkeeper,27.0,19.0,5,4,97.78,7.67,37,0,1,8,0.44,15,5,17.44,1.55,0.54,611.42,2020
1564,Player C,Team B,32,216.69,110.42,Midfielder,240.0,18.0,0,1,93.35,8.75,32,14,16,2,0.35,32,0,16.93,7.45,0.37,1915.34,2022
2823,Player D,Team C,32,173.78,54.34,Goalkeeper,18.0,7.0,8,3,52.88,12.33,54,12,19,3,0.22,52,6,15.48,3.17,3.47,438.57,2019
265,Player B,Team A,39,170.61,57.94,Forward,13.0,8.0,5,4,102.53,11.89,45,2,24,5,0.41,36,8,18.22,1.4,1.0,256.87,2021
4109,Player A,Team C,39,160.38,102.37,Goalkeeper,11.0,8.0,8,2,67.74,11.38,20,14,14,7,0.54,70,4,12.83,2.21,0.42,364.01,2022
1821,Player C,Team C,28,177.31,79.08,Defender,18.0,17.0,3,1,92.55,9.52,28,4,11,5,0.12,81,1,9.79,0.0,1.37,488.21,2022
946,Player A,Team B,36,193.62,80.39,Forward,27.0,10.0,3,0,63.96,10.0,53,0,2,8,0.14,48,1,15.62,0.89,2.18,437.11,2021
636,Player A,Team B,36,166.87,78.95,Defender,100.0,12.0,0,0,83.27,9.21,15,13,21,4,0.59,7,0,19.67,2.21,2.0,217.94,2021
4864,Player A,Team A,34,183.12,80.18,Forward,11.0,1.0,9,4,84.39,12.17,84,8,23,1,0.31,81,6,6.01,0.0,7.83,147.0,2020
958,Player B,Team C,24,180.03,52.45,Goalkeeper,170.0,19.0,3,4,62.07,9.89,91,4,5,2,0.17,88,9,16.81,1.63,5.5,352.54,2022
4071,Player A,Team C,25,173.88,105.18,Midfielder,11.0,17.0,6,0,97.3,5.94,78,2,27,8,0.68,97,0,14.34,0.72,2.83,374.13,2019
1940,Player C,Team C,34,181.21,76.71,Goalkeeper,50.0,15.0,1,2,79.07,11.12,81,3,16,5,0.06,92,8,6.38,1.87,13.17,177.95,2021
1322,Player A,Team B,35,193.49,69.35,Goalkeeper,12.0,11.0,2,2,86.17,9.67,50,3,3,1,0.52,21,0,16.77,2.32,0.77,287.86,2019
4691,Player A,Team A,32,190.97,101.61,Goalkeeper,19.0,18.0,2,2,51.84,6.07,45,11,15,1,0.46,95,0,6.88,7.81,1.3,519.77,2019
4573,Player A,Team C,22,186.91,104.14,Midfielder,25.0,2.0,6,4,84.94,8.24,69,0,6,4,0.65,63,3,13.66,2.86,2.31,451.03,2020
2717,Player C,Team B,23,192.23,57.22,Forward,2.0,17.0,7,4,59.56,10.61,66,0,18,5,0.11,95,6,6.59,6.51,24.67,259.25,2022
