PU_ID,Team,Season,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets
2295,Team B,2019,9.0,0.0,3,0,52.71,10.34,52,7,3,3
2297,Team C,2020,28.0,14.0,9,1,97.07,5.73,41,12,5,2
2298,Team C,2021,130.0,17.0,6,4,114.87,9.76,96,6,3,7
2300,Team B,2020,22.0,6.0,1,0,90.66,11.11,88,2,27,4
2304,Team A,2020,11.0,18.0,4,2,95.93,14.61,90,7,0,4
2305,Team A,2020,700.0,4.0,2,0,59.47,5.25,42,5,29,9
2307,Team C,2022,24.0,17.0,9,0,62.06,5.62,75,3,11,3
2308,Team C,2019,23.0,12.0,7,3,52.98,6.59,43,0,27,1
2309,Team A,2019,7.0,4.0,3,2,66.0,6.73,37,10,22,8
2311,Team C,2022,130.0,14.0,5,0,70.81,13.31,24,2,29,0
2312,Team B,2022,22.0,18.0,5,3,73.15,13.56,48,9,1,3
2313,Team B,2021,170.0,19.0,1,3,57.24,8.75,59,2,18,2
2315,Team A,2019,20.0,8.0,7,4,61.18,7.17,64,0,3,6
2318,Team A,2022,16.0,1.0,9,1,51.14,6.75,13,13,17,4
2321,Team A,2021,2.0,10.0,9,2,94.14,6.17,85,12,1,3
2324,Team A,2020,250.0,10.0,5,2,77.52,13.38,36,8,23,6
2325,Team C,2021,17.0,4.0,9,4,64.77,7.74,9,7,29,3
2328,Team B,2021,18.0,9.0,9,1,90.79,15.0,34,2,4,4
2332,Team C,2020,4.0,12.0,3,2,72.4,6.18,17,5,13,5
2335,Team A,2022,250.0,8.0,8,3,80.48,9.62,79,4,25,7
2336,Team B,2021,110.0,3.0,7,4,72.79,9.21,50,13,10,3
2337,Team C,2019,240.0,13.0,1,0,86.88,12.49,88,13,3,6
2343,Team B,2022,5.0,6.0,0,2,70.51,13.26,58,8,9,5
2344,Team C,2019,0.0,19.0,2,1,84.88,12.46,72,10,5,1
2345,Team C,2021,26.0,16.0,5,1,75.91,11.96,36,10,9,7
2346,Team A,2019,16.0,4.0,3,4,55.6,14.29,31,9,10,5
2347,Team C,2020,170.0,7.0,9,0,67.49,8.95,56,0,19,3
2348,Team C,2021,140.0,9.0,9,2,58.19,6.37,82,11,7,6
2353,Team B,2021,3.0,2.0,0,1,63.04,10.36,11,2,19,9
2354,Team A,2022,2.0,12.0,8,3,87.24,8.98,81,11,25,2
2355,Team B,2020,18.0,15.0,7,0,56.34,7.0,4,11,13,2
2358,Team B,2020,11.0,2.0,3,1,77.31,14.0,19,2,11,5
2364,Team A,2019,4.0,4.0,3,3,73.55,8.55,57,14,22,6
2366,Team B,2021,27.0,2.0,2,1,107.27,5.37,44,7,24,2
2367,Team B,2020,190.0,8.0,7,3,70.21,10.31,64,9,13,1
2368,Team C,2021,100.0,6.0,6,2,51.84,14.98,4,11,3,1
2369,Team A,2020,29.0,1.0,9,0,91.98,13.53,30,13,19,1
2370,Team B,2022,8.0,14.0,3,4,65.92,6.69,22,8,5,7
2372,Team B,2022,2.0,15.0,5,0,93.98,9.52,11,0,16,2
2373,Team A,2019,4.0,15.0,2,0,61.7,7.73,3,12,1,7
2376,Team C,2022,20.0,2.0,7,1,99.25,13.8,8,5,25,1
2377,Team A,2021,8.0,19.0,4,3,83.9,11.24,25,11,19,8
2378,Team B,2022,17.0,3.0,5,1,96.54,6.36,26,3,15,6
2379,Team B,2022,5.0,0.0,0,4,110.79,10.71,92,4,20,2
2380,Team A,2020,20.0,7.0,7,1,92.75,10.1,61,6,12,8
2384,Team A,2022,7.0,11.0,5,1,86.83,10.86,93,3,7,6
2391,Team C,2019,28.0,10.0,2,2,74.17,14.11,68,3,8,1
2394,Team B,2022,120.0,8.0,2,2,55.55,11.62,62,0,17,0
2397,Team B,2021,1.0,10.0,6,3,66.99,14.69,22,12,17,2
2399,Team A,2019,8.0,4.0,9,4,57.5,11.83,87,0,27,9
2400,Team C,2022,9.0,9.0,1,4,88.92,8.39,63,1,4,2
2402,Team A,2021,270.0,13.0,0,3,99.34,11.54,51,14,19,1
2403,Team C,2021,9.0,5.0,8,3,90.44,8.23,93,13,5,6
2404,Team A,2020,25.0,3.0,1,0,82.31,14.32,23,14,8,3
2405,Team B,2020,18.0,9.0,3,3,61.47,12.48,34,1,22,0
2406,Team B,2022,10.0,10.0,8,2,97.82,9.53,46,12,15,3
2412,Team B,2022,0.0,18.0,7,3,97.61,13.85,34,1,17,9
2415,Team A,2022,14.0,17.0,7,0,96.58,5.55,82,2,26,7
2416,Team B,2020,13.0,2.0,3,3,71.05,11.73,79,13,8,9
2417,Team B,2022,2.0,0.0,7,4,68.41,5.79,24,3,10,2
2422,Team A,2022,5.0,7.0,9,1,61.11,5.09,84,4,4,8
2423,Team B,2022,9.0,16.0,5,4,84.9,6.37,51,13,2,9
2425,Team C,2022,16.0,16.0,3,3,50.66,7.51,22,3,21,8
2427,Team A,2022,70.0,19.0,6,3,65.68,8.77,15,5,28,9
2428,Team C,2019,3.0,16.0,0,1,88.22,13.41,57,11,15,3
2430,Team A,2021,0.0,7.0,5,2,56.7,13.61,77,10,2,1
2433,Team B,2020,90.0,11.0,9,1,64.4,12.46,39,14,0,6
2436,Team B,2020,160.0,7.0,6,4,75.68,14.33,84,5,8,2
2437,Team B,2020,11.0,17.0,5,4,52.89,10.83,16,5,21,7
2440,Team C,2019,23.0,11.0,8,0,54.14,13.71,55,13,8,5
2448,Team B,2019,170.0,7.0,9,3,64.43,10.53,52,7,16,9
2451,Team A,2020,19.0,14.0,0,4,56.67,13.38,86,3,27,4
2453,Team C,2019,8.0,6.0,0,2,80.34,14.45,77,9,3,9
2454,Team C,2020,2.0,7.0,4,1,64.61,14.43,35,3,11,6
2456,Team B,2020,22.0,7.0,9,0,70.6,11.19,50,5,19,6
2457,Team C,2022,11.0,3.0,9,3,55.49,6.11,56,0,16,7
2458,Team C,2019,19.0,0.0,8,4,105.05,5.84,43,6,21,8
2459,Team A,2019,16.0,4.0,0,2,97.82,10.02,9,13,6,3
2461,Team C,2021,7.0,3.0,2,3,64.72,13.75,55,5,20,6
2463,Team A,2022,25.0,16.0,2,3,54.03,5.67,57,9,25,8
2466,Team B,2022,180.0,8.0,2,4,86.6,14.3,6,4,20,5
2468,Team C,2019,25.0,5.0,5,1,66.16,11.76,88,12,9,5
2469,Team A,2021,13.0,17.0,9,4,57.04,12.76,54,9,27,4
2471,Team C,2021,15.0,14.0,0,3,89.75,7.57,76,5,8,2
2472,Team A,2020,23.0,6.0,6,2,97.51,8.18,37,11,13,7
2475,Team B,2019,130.0,3.0,8,4,70.75,7.09,10,2,21,8
2476,Team C,2019,19.0,15.0,1,0,77.89,9.37,2,8,14,2
2482,Team A,2021,30.0,12.0,3,2,61.79,11.32,10,11,21,2
2484,Team A,2021,12.0,14.0,3,4,99.97,13.85,70,8,26,9
2486,Team A,2020,17.0,19.0,9,0,96.22,10.98,4,13,2,5
2490,Team C,2019,23.0,5.0,1,1,79.05,8.28,92,10,0,8
2495,Team B,2020,0.0,13.0,8,0,80.66,14.62,14,2,12,7
2496,Team C,2020,2.0,16.0,1,1,96.33,12.49,97,2,5,2
2504,Team A,2022,30.0,5.0,7,3,79.34,13.44,90,7,9,7
2508,Team B,2019,7.0,13.0,1,2,78.59,11.35,39,3,26,3
2509,Team A,2022,21.0,13.0,1,1,72.37,8.61,43,12,29,1
2510,Team C,2022,1.0,11.0,0,3,102.0,7.77,35,7,14,2
2511,Team A,2020,7.0,8.0,9,0,102.51,13.15,54,13,20,7
2514,Team A,2019,3.0,17.0,2,4,102.63,12.86,49,7,16,6
2515,Team C,2021,16.0,4.0,3,4,54.65,8.56,57,4,15,4
2516,Team A,2020,60.0,11.0,3,4,90.01,14.91,73,8,28,5
2519,Team C,2019,9.0,2.0,5,4,99.58,13.85,23,6,20,0
2522,Team B,2021,20.0,2.0,1,3,56.59,12.43,44,5,10,4
2524,Team A,2020,50.0,18.0,1,0,94.68,12.66,93,10,19,6
2526,Team A,2021,2.0,18.0,3,2,51.62,8.36,82,7,20,8
2527,Team A,2019,26.0,7.0,5,3,87.56,5.75,64,14,15,0
2531,Team A,2021,23.0,10.0,2,3,80.76,11.15,57,0,17,2
2533,Team B,2022,8.0,8.0,6,0,73.75,7.95,15,2,25,2
2534,Team C,2021,0.0,8.0,7,1,87.73,9.87,58,0,29,7
2536,Team B,2022,1.0,9.0,2,4,107.27,9.6,40,5,5,6
2537,Team B,2019,1.0,7.0,2,4,85.65,9.58,27,2,19,3
2538,Team C,2022,16.0,14.0,6,2,53.87,5.29,14,14,24,1
2540,Team C,2020,10.0,6.0,1,0,80.63,12.38,45,1,19,7
2542,Team A,2022,24.0,16.0,2,2,66.14,11.46,38,14,26,4
2545,Team C,2022,23.0,12.0,1,4,66.83,10.14,92,7,16,0
2546,Team C,2021,25.0,13.0,7,1,97.55,8.32,88,14,28,2
2549,Team C,2022,25.0,17.0,3,1,87.73,7.89,69,11,16,2
2550,Team B,2021,200.0,13.0,7,3,88.94,10.91,33,6,6,2
2551,Team C,2022,17.0,10.0,0,2,74.02,13.56,49,0,27,0
2554,Team C,2022,18.0,19.0,3,0,111.98,7.82,71,13,16,8
2556,Team B,2021,14.0,13.0,5,2,66.71,13.44,67,0,26,7
2557,Team B,2022,27.0,2.0,8,4,81.91,14.59,49,6,0,5
2558,Team C,2020,11.0,17.0,3,4,87.02,5.17,94,14,21,6
2559,Team C,2022,24.0,5.0,7,3,51.76,5.15,84,14,21,0
2560,Team B,2019,10.0,19.0,0,3,69.23,13.65,31,11,26,6
2561,Team B,2020,26.0,2.0,5,3,80.21,6.36,54,8,15,7
2562,Team B,2019,22.0,18.0,4,1,92.41,8.39,77,7,27,7
2565,Team A,2021,27.0,7.0,7,3,54.14,8.29,91,9,15,1
2566,Team C,2021,27.0,4.0,9,2,53.59,8.36,78,6,23,3
2567,Team C,2022,12.0,16.0,1,3,85.68,11.2,51,14,2,7
2572,Team C,2019,5.0,9.0,6,1,53.36,7.17,50,8,18,8
2573,Team A,2021,9.0,7.0,2,2,55.44,10.44,65,8,10,0
2575,Team B,2020,280.0,1.0,0,3,51.03,13.67,86,4,1,0
2577,Team B,2021,28.0,3.0,2,2,103.1,9.94,74,13,26,3
2578,Team C,2019,24.0,8.0,5,3,59.76,10.25,64,7,28,7
2579,Team C,2022,20.0,13.0,9,1,59.35,12.0,91,13,21,7
2584,Team A,2020,12.0,1.0,6,0,61.34,5.04,59,10,7,9
2587,Team A,2021,5.0,6.0,2,3,95.69,6.49,3,8,25,5
2588,Team B,2021,0.0,10.0,5,2,93.22,13.18,43,4,14,6
2589,Team B,2019,8.0,9.0,8,1,76.55,8.36,40,6,3,8
2591,Team B,2019,240.0,8.0,4,1,85.29,11.22,37,8,24,5
2593,Team A,2020,10.0,4.0,8,1,88.9,7.37,88,14,8,9
2595,Team B,2019,0.0,0.0,3,3,76.48,7.92,92,11,10,6
2596,Team B,2020,18.0,19.0,0,3,66.87,13.7,44,12,11,9
2600,Team C,2021,4.0,2.0,4,2,51.85,6.35,14,7,4,1
2601,Team A,2021,220.0,12.0,5,4,97.38,8.94,32,10,5,7
2602,Team C,2020,24.0,16.0,0,3,68.09,13.26,48,0,25,5
2604,Team C,2021,4.0,2.0,9,3,79.19,5.46,61,3,0,8
2606,Team A,2022,20.0,1.0,3,2,98.03,7.03,57,4,4,7
2609,Team B,2022,21.0,15.0,9,2,50.26,8.68,34,14,10,4
2610,Team A,2019,13.0,11.0,4,3,65.43,14.57,97,11,29,5
2614,Team B,2021,6.0,19.0,4,4,103.37,6.71,65,13,6,9
2615,Team C,2021,1.0,17.0,0,4,77.1,6.12,32,1,28,9
2619,Team B,2021,25.0,11.0,2,2,74.26,5.98,94,1,17,0
2624,Team B,2019,26.0,19.0,1,3,66.73,14.81,43,4,21,1
2627,Team B,2022,2.0,1.0,4,2,84.93,6.01,19,2,13,4
2629,Team C,2022,19.0,8.0,0,4,99.73,12.7,50,2,20,4
2630,Team C,2021,23.0,6.0,4,3,50.01,11.94,13,0,9,5
2633,Team B,2020,27.0,10.0,9,3,53.52,14.99,32,13,1,1
2635,Team C,2021,25.0,12.0,3,4,106.26,12.06,92,6,21,9
2639,Team B,2022,9.0,4.0,5,1,117.38,10.75,77,9,29,3
2640,Team A,2019,11.0,5.0,8,1,73.23,6.21,77,4,20,4
2644,Team B,2019,28.0,6.0,8,2,98.87,11.14,19,4,20,9
2646,Team A,2022,16.0,3.0,9,4,64.86,7.52,67,11,24,1
2647,Team C,2019,9.0,4.0,2,2,54.5,9.22,6,13,5,3
2648,Team A,2019,11.0,18.0,0,0,61.16,10.66,65,8,6,9
2651,Team C,2019,7.0,5.0,9,4,101.58,11.72,35,3,0,7
2653,Team A,2022,7.0,2.0,5,2,52.92,11.53,22,6,4,7
2657,Team C,2022,9.0,6.0,2,1,81.94,13.12,76,9,19,1
2659,Team B,2022,29.0,6.0,3,4,87.15,7.39,92,11,11,3
2665,Team A,2020,29.0,17.0,1,0,96.11,11.45,58,11,29,2
2667,Team A,2020,7.0,7.0,7,1,90.13,5.9,95,8,27,4
2669,Team B,2019,1.0,4.0,1,2,77.85,5.19,29,5,27,2
2671,Team C,2022,13.0,16.0,6,3,90.9,11.6,69,13,27,8
2672,Team C,2019,8.0,5.0,0,3,92.3,10.12,90,5,10,3
2675,Team B,2021,28.0,11.0,8,4,98.91,9.62,80,9,11,4
2677,Team C,2021,13.0,0.0,2,3,75.81,13.38,80,2,3,6
2678,Team C,2020,1.0,10.0,7,1,97.3,14.04,28,2,17,1
2680,Team C,2021,27.0,2.0,5,4,92.41,14.81,3,0,24,3
2684,Team C,2020,10.0,14.0,9,2,95.38,6.72,5,9,29,1
2686,Team B,2021,26.0,10.0,9,2,73.79,12.35,25,0,16,0
2691,Team B,2021,13.0,7.0,7,3,85.2,6.71,61,0,21,8
2696,Team B,2019,26.0,8.0,8,2,62.92,9.23,42,5,6,8
2700,Team A,2019,6.0,11.0,0,0,76.85,8.53,57,9,7,5
2701,Team A,2021,12.0,16.0,5,0,83.96,10.57,23,0,28,0
2702,Team C,2020,8.0,18.0,1,1,67.8,13.74,44,14,9,1
2704,Team B,2020,16.0,4.0,7,0,60.14,5.22,8,10,2,0
2705,Team C,2020,14.0,5.0,5,4,80.04,13.25,84,9,3,4
2707,Team A,2021,9.0,15.0,9,2,69.86,6.33,1,8,20,5
2708,Team B,2019,14.0,17.0,3,2,60.64,11.17,36,8,5,6
2710,Team B,2022,27.0,14.0,7,2,80.77,11.02,68,10,19,8
2711,Team C,2022,26.0,3.0,4,4,69.06,14.99,45,7,6,6
2712,Team A,2020,210.0,10.0,0,0,56.44,10.07,5,2,6,5
2713,Team B,2020,20.0,4.0,7,2,60.59,11.73,47,6,21,8
2714,Team C,2021,9.0,8.0,7,0,116.52,5.7,7,0,16,1
2715,Team B,2019,6.0,4.0,6,1,98.6,13.13,31,6,24,5
2716,Team A,2022,60.0,6.0,6,2,63.54,11.24,76,10,5,4
2718,Team A,2020,6.0,17.0,0,4,61.03,12.09,72,2,26,9
2719,Team B,2022,8.0,19.0,2,1,85.41,10.61,67,11,17,0
2720,Team A,2021,70.0,1.0,3,4,95.73,12.66,27,13,29,4
2721,Team B,2022,2.0,12.0,5,0,53.76,10.84,39,6,11,7
2722,Team A,2021,25.0,12.0,9,4,87.46,10.2,15,0,27,2
2723,Team B,2019,4.0,16.0,9,1,74.73,6.35,56,13,18,2
2725,Team C,2022,12.0,5.0,3,3,71.08,10.38,54,4,16,6
2729,Team A,2019,29.0,4.0,5,1,95.1,6.5,75,7,3,8
2731,Team A,2021,6.0,3.0,2,3,56.1,11.61,29,9,0,3
2739,Team A,2022,12.0,19.0,6,3,64.51,10.04,65,13,6,5
2745,Team B,2020,18.0,6.0,3,0,86.66,10.36,21,6,23,9
2746,Team B,2020,15.0,12.0,7,4,64.64,14.18,88,2,20,6
2748,Team B,2019,19.0,1.0,5,1,91.06,13.16,12,14,23,6
2750,Team C,2020,28.0,13.0,1,4,60.27,14.28,43,12,21,2
2752,Team B,2020,0.0,0.0,3,4,98.65,11.96,58,4,10,8
2753,Team C,2022,23.0,8.0,1,0,71.57,9.6,29,8,25,0
2755,Team B,2022,10.0,1.0,1,2,115.84,5.75,43,14,13,6
2756,Team A,2021,6.0,15.0,5,0,94.72,9.81,48,5,0,5
2757,Team B,2019,17.0,3.0,4,2,57.03,7.39,15,12,23,0
2758,Team A,2020,120.0,12.0,3,2,66.77,7.51,85,13,4,8
2759,Team B,2021,220.0,16.0,5,3,71.06,8.2,73,7,23,1
2761,Team C,2020,240.0,1.0,8,4,67.97,6.64,52,2,25,4
2763,Team B,2021,15.0,11.0,6,0,71.44,12.83,66,14,0,7
2768,Team C,2022,8.0,1.0,5,1,77.74,13.47,91,10,29,4
2773,Team C,2022,27.0,2.0,2,1,55.3,8.56,3,1,28,0
2775,Team A,2021,23.0,10.0,0,4,75.67,12.4,61,2,10,4
2778,Team A,2021,180.0,16.0,1,4,55.5,5.93,1,9,20,1
2779,Team B,2021,29.0,6.0,0,3,85.86,12.02,49,11,9,2
2781,Team C,2020,7.0,18.0,3,0,113.72,5.87,25,0,15,6
2782,Team A,2022,17.0,18.0,1,3,66.51,8.08,84,2,19,3
2784,Team A,2022,40.0,16.0,7,1,75.96,5.93,54,10,11,8
2789,Team B,2021,27.0,14.0,7,0,76.59,10.61,16,14,14,8
2790,Team C,2019,30.0,15.0,5,3,92.31,6.68,79,11,22,4
2791,Team C,2019,2.0,18.0,4,1,51.59,6.91,41,3,20,2
2798,Team A,2022,23.0,0.0,9,4,85.25,14.85,64,12,27,5
2800,Team C,2020,16.0,8.0,8,4,87.66,7.38,28,7,19,6
2801,Team B,2021,20.0,6.0,9,0,64.99,12.39,71,3,14,1
2802,Team C,2020,11.0,1.0,1,1,71.23,7.48,71,11,16,2
2803,Team B,2019,22.0,16.0,6,3,50.7,8.96,75,9,18,8
2808,Team C,2021,11.0,18.0,7,2,98.04,8.13,3,1,17,0
2809,Team B,2021,26.0,2.0,3,4,80.35,9.0,10,11,23,3
2811,Team C,2022,19.0,18.0,4,3,55.91,12.18,2,11,23,8
2813,Team C,2021,4.0,3.0,5,3,67.29,14.14,11,11,19,8
2814,Team A,2020,0.0,7.0,0,2,99.06,9.64,72,8,4,6
2819,Team B,2022,40.0,17.0,8,3,86.58,7.57,5,5,21,4
2822,Team A,2020,110.0,13.0,7,4,57.91,6.56,64,8,1,7
2823,Team C,2022,18.0,7.0,8,3,52.88,12.33,54,12,19,3
2824,Team C,2019,21.0,17.0,8,2,65.2,12.78,39,9,21,7
2825,Team C,2021,21.0,6.0,6,3,54.41,13.44,81,14,19,5
2827,Team B,2020,9.0,13.0,0,2,70.95,9.83,43,4,18,5
2829,Team B,2020,29.0,14.0,6,1,89.51,12.51,61,2,29,2
2830,Team A,2019,29.0,7.0,3,2,78.99,10.69,83,12,15,3
2831,Team A,2020,18.0,4.0,5,3,68.03,14.65,88,7,0,6
2832,Team A,2019,15.0,16.0,9,3,64.33,8.76,96,12,2,7
2833,Team B,2022,160.0,9.0,1,1,78.16,5.43,73,2,25,1
2835,Team B,2019,6.0,15.0,7,1,52.79,8.53,18,6,16,6
2836,Team A,2022,27.0,15.0,3,2,83.26,8.43,27,3,7,6
2837,Team A,2021,26.0,3.0,9,0,74.99,10.65,90,4,20,9
2840,Team A,2019,3.0,13.0,9,4,72.64,8.8,53,1,3,1
2842,Team B,2019,14.0,17.0,1,3,71.15,13.95,61,6,26,2
2845,Team A,2019,22.0,10.0,3,3,91.5,9.16,58,3,23,0
2848,Team B,2020,3.0,2.0,1,1,53.11,9.94,8,11,29,5
2849,Team C,2021,16.0,15.0,9,0,56.7,13.17,56,7,19,7
2850,Team A,2021,100.0,19.0,6,2,56.11,14.98,40,2,13,8
2855,Team A,2020,14.0,16.0,0,1,84.42,12.04,67,13,11,3
2857,Team B,2021,16.0,19.0,6,4,69.66,8.32,23,9,4,1
2859,Team C,2019,9.0,18.0,5,0,79.6,14.58,61,12,14,0
2860,Team C,2020,4.0,16.0,7,1,88.0,13.64,80,12,27,8
2864,Team C,2022,140.0,2.0,7,1,56.24,6.01,98,13,26,6
2867,Team B,2020,70.0,4.0,2,2,66.22,7.51,56,12,14,1
2870,Team C,2019,210.0,8.0,8,1,63.53,13.38,5,8,17,0
2871,Team B,2019,27.0,13.0,3,1,95.58,8.5,32,7,13,3
2879,Team B,2022,1.0,9.0,4,1,69.6,11.88,89,11,15,7
2881,Team C,2021,28.0,10.0,3,0,55.85,10.69,95,1,18,0
2882,Team B,2021,5.0,4.0,6,0,97.98,8.76,98,4,8,2
2883,Team B,2019,10.0,17.0,4,2,52.13,12.09,75,8,19,3
2884,Team B,2020,1.0,2.0,8,2,90.33,5.17,61,3,0,4
2885,Team C,2021,24.0,7.0,7,0,86.23,8.31,20,4,17,0
2886,Team A,2020,24.0,10.0,7,3,64.1,5.86,11,7,20,8
2888,Team C,2022,40.0,2.0,9,1,92.62,13.76,0,5,13,1
2889,Team C,2020,70.0,11.0,2,2,83.98,14.68,74,0,7,4
2890,Team C,2020,30.0,14.0,8,4,64.54,11.43,54,13,22,8
2891,Team A,2020,18.0,15.0,7,0,50.85,13.07,24,2,24,2
2895,Team C,2021,15.0,11.0,4,2,95.59,12.76,26,5,9,4
2898,Team C,2021,10.0,17.0,5,2,84.93,14.29,90,13,6,8
2899,Team C,2019,16.0,2.0,9,0,90.97,9.45,54,3,28,2
2900,Team A,2019,28.0,13.0,4,4,55.01,7.83,27,11,28,0
2901,Team B,2019,2.0,4.0,8,1,94.93,10.12,56,7,16,3
2903,Team B,2022,3.0,3.0,2,2,62.96,14.38,78,2,17,2
2904,Team B,2022,18.0,15.0,5,2,74.87,14.84,15,1,13,9
2907,Team A,2020,3.0,15.0,5,1,74.1,8.24,99,11,14,8
2910,Team C,2021,8.0,2.0,0,3,83.28,5.77,27,8,25,6
2912,Team C,2022,19.0,10.0,7,3,68.58,7.61,66,2,15,9
2913,Team B,2020,21.0,19.0,3,3,81.5,12.04,15,8,7,4
2915,Team B,2020,25.0,0.0,1,4,70.48,7.2,82,5,25,3
2917,Team C,2019,28.0,15.0,7,2,76.88,11.12,48,14,26,8
2919,Team C,2022,14.0,1.0,8,4,75.3,12.84,21,4,25,4
2920,Team C,2019,19.0,15.0,6,2,88.87,10.58,17,12,8,4
2923,Team A,2021,5.0,8.0,1,3,61.15,7.04,55,11,26,5
2927,Team B,2020,19.0,6.0,2,0,97.14,5.62,79,4,1,4
2929,Team C,2020,220.0,7.0,0,3,82.65,5.46,20,10,3,1
2930,Team B,2019,11.0,16.0,9,4,77.58,11.61,64,14,23,3
2931,Team A,2021,14.0,10.0,2,1,52.33,12.31,56,5,22,0
2933,Team C,2019,24.0,8.0,3,2,88.79,12.81,46,3,9,1
2935,Team B,2021,170.0,4.0,4,1,74.02,8.4,47,7,10,9
2936,Team C,2020,21.0,17.0,8,0,84.9,11.19,38,13,26,0
2938,Team B,2019,7.0,4.0,1,1,91.63,9.43,97,6,9,7
2939,Team C,2019,210.0,7.0,7,3,52.08,5.21,29,5,28,4
2941,Team B,2019,14.0,3.0,6,3,101.47,12.98,96,10,23,6
2943,Team B,2022,19.0,5.0,9,4,88.02,11.99,93,6,5,8
2944,Team A,2021,2.0,18.0,5,3,61.35,12.09,2,10,15,2
2945,Team A,2021,26.0,11.0,3,2,99.29,14.96,60,3,9,7
2949,Team C,2022,27.0,8.0,3,1,53.31,10.24,65,7,28,9
2951,Team C,2021,1.0,12.0,3,1,98.28,11.9,2,3,24,6
2952,Team C,2019,3.0,18.0,3,4,55.01,10.18,16,3,3,0
2953,Team C,2021,2.0,0.0,7,1,77.04,11.24,23,11,26,1
2954,Team C,2022,8.0,19.0,4,0,56.62,9.43,1,13,1,0
2957,Team C,2021,21.0,4.0,7,2,61.73,5.78,25,4,11,8
2958,Team B,2020,25.0,2.0,2,2,65.35,11.15,56,8,3,0
2959,Team C,2021,11.0,1.0,6,1,75.83,5.88,48,2,15,2
2960,Team C,2019,23.0,9.0,0,2,86.27,13.55,56,4,1,1
2961,Team A,2021,8.0,5.0,4,0,74.37,14.42,55,13,15,4
2963,Team A,2019,11.0,16.0,7,1,85.41,12.18,75,11,14,5
2965,Team C,2022,25.0,12.0,4,3,90.47,7.19,15,14,10,4
2966,Team C,2021,220.0,16.0,2,3,69.78,7.29,5,3,14,2
2967,Team A,2021,24.0,17.0,0,2,82.64,9.81,33,11,23,6
2968,Team B,2022,0.0,10.0,9,4,67.24,5.07,58,10,5,8
2969,Team C,2019,9.0,19.0,9,2,83.45,14.65,66,14,29,1
2970,Team C,2022,24.0,19.0,9,3,94.46,5.32,40,6,23,5
2973,Team C,2021,9.0,19.0,4,1,87.87,6.03,31,4,0,7
2977,Team C,2021,10.0,5.0,0,2,82.42,14.4,92,12,13,3
2980,Team A,2019,10.0,4.0,8,3,75.0,12.7,27,5,15,0
2981,Team A,2020,10.0,8.0,1,2,60.37,9.14,26,14,3,2
2982,Team C,2020,21.0,9.0,6,0,93.91,13.44,76,0,13,6
2984,Team B,2021,140.0,10.0,9,2,65.42,14.92,28,10,14,4
2988,Team C,2022,21.0,10.0,8,2,57.38,10.26,29,3,27,4
2989,Team A,2020,2.0,12.0,8,3,93.67,10.08,37,6,19,7
2991,Team A,2019,27.0,5.0,0,0,67.4,7.1,31,14,14,5
2992,Team A,2022,4.0,1.0,6,1,60.89,12.17,49,6,16,0
2993,Team A,2019,28.0,13.0,9,0,92.06,6.02,70,0,7,4
2994,Team B,2019,23.0,15.0,9,4,89.62,5.5,34,13,1,1
2996,Team B,2021,20.0,0.0,9,0,118.26,12.44,75,5,25,2
3002,Team A,2020,2.0,17.0,1,0,74.08,6.33,52,8,21,8
3003,Team B,2019,1.0,9.0,1,1,96.28,10.83,0,2,10,5
3004,Team B,2022,5.0,7.0,3,4,90.02,14.21,85,8,15,3
3005,Team A,2022,23.0,7.0,2,0,63.01,5.07,91,12,20,6
3008,Team B,2022,7.0,10.0,5,0,95.17,12.44,64,9,8,5
3010,Team C,2021,240.0,18.0,6,2,50.91,6.74,51,5,9,5
3012,Team C,2021,21.0,9.0,1,1,80.16,5.85,23,8,15,1
3017,Team A,2019,7.0,0.0,7,2,101.61,6.17,6,14,28,1
3020,Team B,2020,17.0,11.0,1,0,74.22,6.13,53,13,21,5
3023,Team A,2020,14.0,16.0,4,2,75.39,11.55,79,2,25,1
3024,Team A,2021,5.0,15.0,1,0,67.06,5.32,51,2,19,6
3025,Team B,2020,0.0,8.0,6,1,84.79,9.43,81,4,19,0
3027,Team B,2022,0.0,0.0,1,0,92.62,13.87,47,0,4,8
3028,Team A,2020,14.0,17.0,3,3,59.72,7.21,94,8,8,7
3032,Team C,2022,11.0,2.0,5,4,73.88,12.29,91,6,27,7
3035,Team B,2020,2.0,13.0,5,1,71.06,9.85,99,14,6,9
3036,Team C,2019,21.0,17.0,8,3,92.76,8.18,44,3,29,7
3037,Team A,2022,19.0,15.0,7,3,56.21,7.8,39,3,21,1
3038,Team A,2019,13.0,12.0,0,0,89.66,14.39,34,12,17,7
3042,Team B,2022,140.0,16.0,0,3,58.85,7.12,36,6,6,8
3044,Team B,2022,4.0,12.0,0,1,68.74,6.11,33,12,10,4
3045,Team B,2020,23.0,8.0,5,2,82.39,9.85,23,11,5,0
3047,Team A,2021,9.0,5.0,6,3,79.67,5.12,3,8,4,6
3048,Team A,2021,80.0,4.0,6,2,92.82,11.18,49,13,9,3
3049,Team B,2021,3.0,13.0,3,2,95.25,5.88,93,8,28,8
3051,Team B,2021,8.0,3.0,6,4,73.62,6.07,23,4,26,5
3055,Team C,2021,21.0,9.0,0,3,81.72,13.88,34,14,13,4
